,keywords,question_text,y_pred
3296,"['depreciation', 'exponential model']"," A $item[$ind] was purchased in early $year1 for $DOLLAR$thous,$hunds$tens$ones. Its value in current dollars depreciates  steadily at a rate of $rate$PERCENT per year.$PAR (a) What will the $item[$ind]'s  value in early $year2?  Answer: $DOLLAR\{ ans_rule( 15 ) \} $PAR (b) Suppose further that there is $inflation$PERCENT annual inflation from $year1 to $year2. What will be the value of the $item[$ind] in early $year2 in inflation-adjusted (early $year1) dollars?  Answer: $DOLLAR\{ ans_rule( 15 ) \} ",['growth']
3297,"['differentiation', 'product', 'quotient']"," $PAR  Why is the following function discontinuous at \(x=1\)? $PAR  \[ f(x) = \begin{cases}         1+x^2 & \textrm{if }x < 1 \\ \\         4-x   & \textrm{if }x \geq 1         \end{cases}\] $PAR  (a) \(f(1)\) does not exist.   (b) \(\displaystyle \lim_{x \to 1} f(x) \) does not exist (or is infinite).   (c) Both (a) and (b).    (d) \(f(1)\) and \(\displaystyle \lim_{x \to 1} f(x)\) exist, they are not equal.  $PAR   \{ans_rule(10)\} ","['product', 'differentiation', 'quotient']"
3298,"['differentiation', 'optimization']", BEGIN_TEXT  $PAR  A boat leaves a dock at 2:00 P.M. and travels due south at a speed of $a km/h. Another boat has been heading due east at $b km/h and reaches the same dock at 3:00 P.M. How many minutes past 2:00 P.M. were the boats closest together?  $PAR  \{ans_rule(20)\} minutes ,[]
3299,"['radians', 'arc length', 'period', 'cosine', 'degrees', 'amplitude', 'tangent', 'sine', 'midline']"," Find period, amplitude, and midline of the following function: $f[$i]  (a) The period of the graph is \{ ans_rule(10) \}  (b) The midline of the graph is \( y = \) \{ ans_rule(10) \}  (c) The amplitude of the graph is \{ ans_rule(10) \} ","['period', 'amplitude', 'midline']"
3300,['path independence'],"     Let \(\mathbf{F} = ($a xy, $b y, $c z)\).  The curl of \(\mathbf{F} = (\) \{ans_rule(20)\},\{ans_rule(20)\},\{ans_rule(20)\} \()\). Is there a function \(f\) such that \(\mathbf{F} = \nabla f \)?  \{ans_rule(10)\} (y/n)  $PAR","['div', 'curl']"
3301,"['orbit-stabilizer theorem', 'group actions']"," Let \(G\) be a finite group of order \($pk\) acting on a finite set \(S\) of size \($g\).  Suppose we know that there are  \(   < $twop \) distinct \(G\)-orbits. We now work out step-by-step the possible values for the NUMBER of orbits of this \(G\)-action.    We begin with a general observation.  Let \(X\) be any non-empty set. Since the size of \(G\) is the \($k\)-th power of the prime \($p\), by the orbit-stabilizer theorem the possible values for orbit sizes of a \(G\)-action on \(X\) are    \{ans_rule(10)\}    Next, we specialize to the case where \(G\) acts on our given set \(S\) of size \($g\).  We can his further limits the possible values for the orbit size to    \{ans_rule(10)\}    And since distinct orbits are pairwise disjoint and their union is the set \(S\), if we denote by    \(A = \)number of size \($p^0\) orbits  \(B = \)number of size \($p^1\) orbits  \(C = \)number of size \($p^2\) orbits    then    \((\ast 1)\)      \( \)    \( \)    \( \) \($g = A \times 1 + B \times $p + C \times $pp\)    Don't forget the initial hypothesis    \((\ast 2)\)      \( \)    \( \)    \( \)  there are  \(   < $twop \) distinct \(G\)-orbits.    We are interested in the total number of distinct \(G\)-orbits, which is  equal to  \(   A + B + C \). Since \($g < 2\times $p^2\), it follows from \( (\ast1) \) that      \((\ast 3)\)    \( \)    \( \)    \( \) \(0 \le A \le $g\), \(0 \leq B \leq $p\), and \(0 \leq C \leq 1\).      To finish the problem we can now proceed by brute force, taking each possible triple of \(A, B, C\) given by \((\ast 3)\) and see if it satisfies  \( (\ast 2) \). Here is a more systematic approach.    First, if \(C=1\) then \( (\ast) \) becomes    \(1 = A\times 1 + B\times 5.\)    We are still subject to condition \( (\ast 3) \), so    \( \) \( \) \( \) If \(C=1\)  then \(A\) = \{ans_rule(10)\}  and \(B\) = \{ans_rule(10)\}      For the rest of this argument we take \(C=0\), in which case \((\ast 1)\) and \( (\ast 2) \) become     \( \) \( \) \( \)  \($g = A + B \times $p\).    \( \) \( \) \( \)  \(10 > A + B.\)        Consequently,   \( \) \( \) \( \) If \(C=0\)  then \(A\) = \{ans_rule(10)\}  and \(B\) = \{ans_rule(10)\}      END_TEXT   ANS( $answer1->cmp(unordered=>1) ); ANS( $answer2->cmp(unordered=>1) );  ANS(num_cmp( 1 )); ANS(num_cmp( 0 ));  ANS(num_cmp( 1 )); ANS(num_cmp( $p ));     #SOLUTION(EV3(<<'END_SOLUTION')); #$PAR SOLUTION $PAR   #END_SOLUTION   #COMMENT(""Complete solution included."");     ENDDOCUMENT();     DOCUMENT();        # This should be the first executable line in the problem.  loadMacros( ""PG.pl"", ""PGstandard.pl"", ""MathObjects.pl"", ""PGbasicmacros.pl"", ""PGchoicemacros.pl"", ""PGanswermacros.pl"", ""PGauxiliaryFunctions.pl"" );  TEXT(beginproblem()); $showPartialCorrectAnswers = 0;  ##Context()->strings->add(""$p - B""=>{});  @pset = (2, 3, 5); $pr = random(0,2,1); $p = $pset[$pr]; $twop = $p * 2;  @kset = (2, 3, 4, 5); $kr = random(0,3,1); $k = $kset[$kr];  $pk = ($p)**$k; $pp = ($p)**2;  $g = 1 + $pp;  @set1 = (); $count1 = 0;  for($i=0;$i<$k+1;$i++){     @set1[$count1] = ($p)**$i;     $count1++; }  $answer1 = join("", "",@set1); $answer1 = Compute(""$answer1"");  @set2 = (1,$p,$pp);  $answer2 = join("", "",@set2); $answer2 = Compute(""$answer2"");  $answer4 = ($pp - 10)/($p - 1);  BEGIN_TEXT  Let \(G\) be a finite group of order \($pk\) acting on a finite set \(S\) of size \($g\).  Suppose we know that   \((\ast 0)\)      \( \)    \( \)    \( \)  there are  \(   < $twop \) distinct \(G\)-orbits.    We now work out step-by-step the possible values for the NUMBER of orbits of this \(G\)-action.    We begin with a general observation.  Let \(X\) be any non-empty set. Since the size of \(G\) is the \($k\)-th power of the prime \($p\), by the orbit-stabilizer theorem the possible values for orbit sizes of a \(G\)-action on \(X\) are    \{ans_rule(10)\}    Next, we take \(X\) to be our given set \(S\).  Since \(S\) has size \($g\), we can his further limits the possible values for the orbit size to    \{ans_rule(10)\}    And since distinct orbits are pairwise disjoint and their union is the set \(S\), if we denote by    \(A = \)number of size \($p^0\) orbits  \(B = \)number of size \($p^1\) orbits  \(C = \)number of size \($p^2\) orbits    then    \((\ast 1)\)      \( \)    \( \)    \( \) \($g = A \times 1 + B \times $p + C \times $pp\)    and    \((\ast 2)\)    \( \)    \( \)    \( \) number of distinct \(G\)-orbits = A + B + C.      Since \($g < 2\times $p^2\), it follows from \( (\ast) \) that      \((\ast 3)\)    \( \)    \( \)    \( \) \(0 \le A \le $g\), \(0 \leq B \leq $p\), and \(0 \leq C \leq 1\).    To finish the problem we can now proceed by brute force, trying out all possible choices of \(A, B, C\) under \((\ast 2)\) and see which triples work. Here is a more systematic approach:    First, if \(C=1\) then we must have \(A=1\) and \(B=0\), and \((\ast)< 11\), so    \((\ast 4)\)  \((A, B, C) = (1, 0, 1)\) is the only possibility for \(C=1\).    For the rest of this argument we take \(C=0\), in which case \((\ast 1)\) becomes    \((\ast 5)\)  \($g = A + B * $p\).    Reduce both sides modulo \($p\) and we see that    \((\ast 6)\)  \(A = 1 + k * $p\) for some integer \(k\).    Substitute this into \((\ast 5)\) and we can solve for \(k\) in terms of \($p\) and \(B\):    \{ans_rule(10)\}    (NOTE:  this implies in particular that \(k \leq $p\), and so \(A \leq $g\), which is compatible with the upper bound in \((\ast 3)\))    By hypothesis there are \(< 11\) distinct orbits.  Recall \((\ast 2)\) (and that \(C=0\)) and we get a lower bound of \(B\) in terms of \($p\) only:    \(B \geq\) \{ans_rule(10)\}    Don't forget that \((\ast 3)\) also gives an upper bound of \(B\).  Combine everything and we see that the number  ",['group actions']
3302,"['geometry', 'multivariable', 'vector']","Consider the planes  \( $a\!x + $b\!y + $c\!z = 1 \) and  \( $a\!x + $c\!z = 0. \) $PAR (A) Find the unique point P on the y-axis which is on both planes. (\{ ans_rule(5) \}, \{ ans_rule(5) \}, \{ ans_rule(5) \}) $PAR  (B) Find a unit vector \( \bf{u} \) with positive first coordinate that is parallel to both planes. \{ ans_rule(15) \} \( \mathbf{i} \) + \{ ans_rule(15) \} \( \mathbf{j} \) + \{ ans_rule(15) \} \( \mathbf{k} \) $PAR (C) Use parts (A) and (B) to find a vector equation for the line of intersection of the two planes,\(\bf{r(t) =}\) \{ $multians->ans_rule(15) \} \( \bf{i} \) + \{ $multians->ans_rule(15) \} \( \bf{j} \) + \{ $multians->ans_rule(15) \} \( \bf{k} \)   $BBOLD NOTE: $EBOLD Part (C) is counted as a single question. $BBOLD All three $EBOLD components must be filled in to receive credit.  There are $BITALIC many $EITALIC different correct answers to this question. ","['unit', 'parallel', 'intersect', 'plane', 'line', 'vector equation']"
3303,"['tangent line', 'secant lines']","The point \( P( $x0 , $y0 ) \) lies on the curve \( y = $a1 / x \) .   Let \( Q \) be the point \( (x,  $a1 / x ) .\)   $BBOLD a.) $EBOLD Find the slope of the secant line \( PQ \) for the following values of \( x \).   If \( x= $x1 \), the slope of \( PQ \) is: \{ans_rule(25) \}    If \( x= $x01 \), the slope of \( PQ \) is: \{ans_rule(25)\}    If \( x= $x9 \), the slope of \( PQ \) is: \{ans_rule(25)\}    If \( x= $x99 \), the slope of \( PQ \) is: \{ans_rule(25) \}    $BBOLD b.) $EBOLD Based on the above results, guess the slope of the tangent line to the curve at \( P($x0 , $y0 ) \).  Answer: \{ans_rule(25) \} ",['secant lines']
3304,"['multivariable', 'functions', 'plane', 'linear']"," Suppose that \( z \) is a linear function of \( x \) and \( y \) with slope $xsl in the \( x \) direction and  slope $ysl in the \( y \) direction. $PAR ${BBOLD}(a)$EBOLD A change of \( $delx \) in \( x \) and \( $dely \) in \( y \) produces what change in \( z \)?  change in \(z = \) \{ ans_rule(25) \} $PAR ${BBOLD}(b)$EBOLD If \( z=$z0 \) when \( x=$x0 \) and \( y=$y0 \), what is the value of \( z \) when \( x=$x1 \) and \( y=$y1 \)?  \(z = \) \{ ans_rule(25) \} ",['differentials']
3305,"['calculus', 'graphs', 'squeeze theorem', 'limits']","\{ textbook_ref_exact(""Rogawski ET 2e"", ""2.6"",""2"") \} \{ image(""figure261.png"", width=>400, height=>200) \}  $PAR In the figure, is \(f(x)\) squeezed by \(u(x)\) and \(l(x)\)  \{ $tf-> print_q \} $PAR  END_TEXT SOLUTION(EV3(<<'END_SOLUTION')); $BBOLD Solution:$EBOLD  ",['function']
3306,"['calculus', 'sequences']","Find the limit of the sequence \(\displaystyle a_n = \arctan ($a n ).\) If the limit does not exist, type ""Diverges"" or ""D"".$PAR Limit: \{ans_rule(20)\}$PAR","['sequences', 'sequence']"
3307,"['linear equations', 'algebra']",Solve the equation \($a x ? {$b} = $c x ? {$d}\).   \( x = \) \{ans_rule(20) \} ,"['algebra', 'linear equations']"
3308,['linear equation'],Solve the equation for \( x \): \[ $a x = $b - $c($d x - $e)\] $PAR \( x = \) \{ans_rule(10) \} ,['linear equations']
3309,['subspaces'],"\{ textbook_ref_exact(""Holt Linear Algebra"", ""2.2"",""4"") \}  $PAR Let  \({\bf u}_1 = \left[{\begin{matrix}$A11 \cr $A21 \cr $A31 \cr \end{matrix}}\right]\), \({\bf u}_2 = \left[{\begin{matrix}$A12 \cr $A22 \cr $A32 \cr \end{matrix}}\right]\), and \({\bf u}_3 = \left[{\begin{matrix}$A13 \cr $A23 \cr $A33 \cr \end{matrix}}\right]\).  $PAR Select all  of the vectors that are in the span of  \(\lbrace {\bf u}_1, {\bf u}_2, {\bf u}_3 \rbrace\).  (Check every statement that is correct.) $PAR   $PAR \{ $mc->print_a() \} $PAR ",['subspaces']
3310,"['units', 'zero divisors']", Denote by \( \{ cyclic( $modulus ) \} \) the ring whose elements are the integers modulo \( $modulus \).    (a) Determine all units of \( \{ cyclic( $modulus ) \} \). Enter them as a comma-separated list.  \{ ans_rule( 40 ) \}    (b) Determine all zero-divisors of \( \{ cyclic( $modulus ) \} \). Enter them as a comma-separated list.  \{ ans_rule( 40 ) \}   ,[]
3311,['algebra'],Evaluate the following expression:   \(\left| |-$a|-|-$b| \right| \)   = \{ ans_rule(5) \} ,[]
3312,"['calculus', 'derivatives', 'product', 'differentiation', 'linearization', 'quotient']","\{ textbook_ref_exact(""Rogawski ET 2e"", ""4.1"",""49"") \}   \(y=($b+x)^{-1/2}, \qquad a={$a} \)   Find the Linearization at \(x=a\). $PAR  \(L(x) = \) \{ans_rule()\}   END_TEXT  ANS($linear_fun->cmp);  ###################################################################  $b_sum=Real($fta*(- $a) + $fa); $right_display=Formula(""-$b_sum + $fta x"");   SOLUTION(EV3(<<'END_SOLUTION')); $BBOLD Solution:$EBOLD  $PAR  Let \(f(x)=($b+x)^{-1/2}\), and observe that \(f(a)=f($a)=\frac{1}{\sqrt{$b+$a}}=\frac{1}{$s}\).  Next, differentiation yields \(f'(x)=- \frac{1}{2}($b+x)^{-3/2}\) and calculate \[f'(a)=f'($a)=- \frac{1}{2}({$b+$a})^{-3/2}=-\frac{1}{2\cdot $s^3}=$fta\]","['differential equations', 'indefinite integrals', 'integral', 'calculus']"
3313,['linear function']," Suppose that \(z\) is a linear function of \(x\) and \(y\) with slope \($mx\) in the \(x\)-direction and slope \($my\) in the \(y\)-direction.     (a) A change of \($dx\) in the \(x\)-direction and \($dy\) in  the \(y\)-direction produces what change in \(z\)?  change in \(z\) is \{ans_rule(20)\}    (b) If \(z = $z\) when \(x = $x\) and \(y = $y\), what is the  value of \(z\) when \(x = $xx\) and \(y = $yy\)?  \(z = \) \{ans_rule(20)\} ",[]
3314,['algebra'],"This problem demonstrates how you enter numerical answers into WeBWorK. $PAR Evaluate the expression \(3($a )($b -$c -2($d ))\):  \{ ans_rule(10) \}   END_TEXT   $ans = 3*($a)*($b-$c-2*($d));  ANS(num_cmp($ans, mode=>""strict""));  BEGIN_TEXT In the case above you need to enter a number, since we're testing whether you can multiply out these numbers. (You can use a calculator if you want.)  $PAR For most problems, you will be able to get WeBWorK to do some of the work for you.  For example  Calculate ($a) * ($b): \{ ans_rule()\}   END_TEXT   $ans = $a*$b;  ANS(num_cmp($ans));  BEGIN_TEXT  The asterisk is what most computers use to denote multiplication and you can use this with WeBWorK.  But WeBWorK will also allow use to use  a space to denote multiplication. You can either \($a * $b\) or \{$a*$b\} or even \($a \ $b\).  All will work. Try them.   $PAR Now try calculating the sine of 45 degrees ( that's sine of pi over 4 in radians and numerically sin(pi/4) equals \{1/sqrt(2)\} or, more precisely,  \(1/\sqrt{2} \) ).   You can enter this as  sin(pi/4) , as  sin(3.1415926/4), as 1/sqrt(2), as 2**(-.5), etc. This is because WeBWorK knows about  functions like sin  and sqrt (square root). (Note: exponents can be indicated by either a ""caret"" or **). Try it.  \( \sin(\pi/4) = \) \{ ans_rule(20) \}$PAR   Here's the  \{ htmlLink(qq!http://webwork.math.rochester.edu/webwork_system_html/docs/docs/pglanguage/availablefunctions.html!,""list of the functions"") \}  which WeBWorK understands.   WeBWorK ALWAYS uses radian mode for trig functions.   $PAR  END_TEXT  ANS(num_cmp(sin(3.1415926/4)));  BEGIN_TEXT  You can also use juxtaposition to denote multiplication. E.g. enter \( 2\sin(3\pi/2) \). You can enter this as 2*sin(3*pi/2) or more simply as 2sin(3pi/2).  Try it:   \{ ans_rule(20) \}$PAR  END_TEXT  $pi = 4*atan(1); ANS(num_cmp(2*sin(3*$pi/2)));  BEGIN_TEXT  Sometimes you need to use ( )'s to make your meaning clear. E.g. 1/2+3 is 3.5, but  1/(2+3) is .2 Why? Try entering both and use the ${LQ}Preview${RQ} button below to see the difference.  In addition to ( )'s, you can also use [ ]'s and $LB ${RB}'s.   \{ ans_rule(20) \}$PAR   END_TEXT  ANS(num_cmp(.2));  BEGIN_TEXT  You can always try to enter answers and let WeBWorK do the calculating.  WeBWorK will tell you if the problem requires a strict numerical answer.  The way we use WeBWorK in this class there is no penalty for getting an answer wrong.  What counts is that you get the answer right eventually (before the due date).  For complicated answers, you should use the ${LQ}Preview${RQ} button to check for syntax errors and also to check that the answer you enter is really what you think it is.  ",[]
3315,"['calculus', 'algebra']","For each of the following functions enter ""E"" to indicate that the function is even, ""O"" to indicate it is odd, and ""N"" to indicate that is neither even nor odd.      \{ans_rule(3)\} \(f(x) = \sin x\). EOT ANS(str_cmp(""O""));  TEXT(EV2(<<EOT));   \{ans_rule(3)\} \(f(x) = \cos x\). EOT ANS(str_cmp(""E""));  TEXT(EV2(<<EOT));   \{ans_rule(3)\} \(f(x) = \tan x\). ",['algebra']
3316,"['calculus', 'definite integrals', 'work', 'integral', 'water pressure']"," The trough in the figure below has width \(w = $wid\) ft, length  \(L = $len \) ft and height \(h = $hei\) ft. $PAR $BCENTER \{ image( 'q19fig.gif', 'tex_size'=>500 ) \}  ${BITALIC}(Click on the graph for a larger version.)$EITALIC $ECENTER $PAR If the trough is full of water, find the force of the water on a triangular end.  (Use the density of water \(= 62.4\hbox{ lb/ft}^3\).)  Force = \{ ans_rule(35) \}  (include \{ helpLink(""units"") \})  $PAR Find the work to pump all of the water over the top of the trough.   Work = \{ ans_rule(35) \}  (include \{ helpLink(""units"") \})  END_TEXT Context()->normalStrings;  ANS( NumberWithUnits( ""$wid*62.4*$hei*$hei/6"", 'lb' )->cmp() ); ANS( NumberWithUnits( ""$len*62.4*$wid*$hei*$hei/6"", 'ft*lb' )->cmp() );  $num = $wid; $den = $hei; for ( my $i=$wid; $i>0; $i-- ) {     if ( $num/$i == int($num/$i) && $den/$i == int($den/$i) ) { 	$num = $num/$i;  $den = $den/$i;     } } $woh = ""{$num\over $den}""; $hei2 = ( $hei/2 == int($hei/2) ) ? $hei/2 : ""{$hei\over 2}""; $frc = $wid*62.4*($hei*$hei/6); $c = round(1000*$wid*$len/$hei)/1000; $c2 = round(1000*$c*62.4)/1000; $wk = round(1000*$len*62.4*$wid*$hei*$hei/6)/1000;  Context()->texStrings; SOLUTION(EV3(<<'END_SOLUTION')); $PAR SOLUTION $PAR  We divide the triangular end into horizontal strips of thickness \(\Delta h\). The length of a strip, \(s\), depends on its height \(h\) from the bottom.  We can use similar triangles to find that  \( {s \over h} = {$wid \over $hei}\), so \(s = $woh h\). $PAR Since each strip is approximately a rectangle, at height \(h\), \[ \hbox{Area of strip }\approx $woh h\Delta h\hbox{ ft}^2. \] Since the depth at height \(h\) is \($hei - h\), writing \(\delta\) for the density of water, we have: \[ \hbox{Force on one strip} = \delta \cdot \hbox{Depth} \cdot \hbox{Area}   \approx \delta ($hei - h) \left($woh h \Delta h\right)\hbox{ lb.} \] To find the total force, \(F\), we integrate the force on a strip from \(h = 0\) to \(h = $hei\), using \(\delta=62.4 \hbox{ lb/ft}^3\): \[ F = \int_0^{$hei} \delta ($hei - h)$woh h dh =    $woh \delta \int_0^{$hei} ($hei h - h^2) dh \]  \[ =    ($woh)(62.4) \left( $hei2 h^2 - {h^3 \over 3}\right)\bigg|_0^{$hei} =    $frc \hbox{ lbs.} \] $PAR  To find the work, we slice the water horizontally.  Each slice is a rectangular slab with thickness \(\Delta h\), length $len ft, and width \(s\), as above.  Thus, at height \(h\), the volume of a slice is \(V_{sl} \approx $len ($woh h) \Delta h \hbox{ ft}^3\). $PAR The distance to lift the slice at height  \(h\) is \($hei -  h\), so if \(\delta\) is the density of water, we have that the work to lift one slice, \(\Delta W\), is  \[ \Delta W =    \hbox{Volume} \cdot \delta\cdot \hbox{Distance lifted}   \approx \delta ($len ($woh h) \Delta h) ($hei - h)\hbox{ ft-lb.} \] To find the total work, \(W\), we integrate the work to lift a slice from \(h = 0\) to \(h = $hei\), using \(\delta=62.4 \hbox{ lb/ft}^3\). \[ W = \int_0^{$hei} \delta $len \left($woh h\right)($hei - h)\, dh =    $c \delta \int_0^{$hei} ($hei h - h^2) dh  \]","['work', 'definite integrals', 'water pressure', 'integration', 'integral', 'calculus']"
3317,['linear equations'],"Write the linear equation \( $a x + $b y = $c \)  in slope-intercept form \( y = m x + b \).  Enter your answer as an equation in slope-intercept form.   \{ ans_rule(20) \} \{ AnswerFormatHelp(""equations"") \}   Suppose \( L \) is a line parallel to  \( $a x + $b y = $c \).  What is the slope of  the line \( L \)?    Slope = \{ ans_rule(10) \}  \{ AnswerFormatHelp(""numbers"") \}","['line', 'lines']"
3318,"['polar coordinates', 'calculus', 'integral']"," For the region \( R \) below, write \(\iint_R f\,dA \) as an iterated integral in polar coordinates.   $PAR ${BCENTER} \{ image( insertGraph( $gr ), tex_size=>250, height=>250, width=>250, 	  extra_html_tags=>'alt=""' . $desc . '""' ) \} $ECENTER $PAR With \(a = \) \{ $intChk->ans_rule(5) \}, \(b = \) \{ $intChk->ans_rule(5) \}, \(c = \) \{ $intChk->ans_rule(5) \}, and \(d = \) \{ $intChk->ans_rule(5) \},   \( \iint_R f\,dA = \int_a^b\!\!\int_c^d\, f\,dA \), where \(dA = \) \{ $intChk->ans_rule(15) \} \(d\)\{ $intChk->ans_rule(5) \} \(d\)\{ $intChk->ans_rule(5) \}  $BBOLD Note:$EBOLD Use \(t\) for \(\theta\) in your expressions. ","['polar coordinates', 'integral', 'calculus', 'iterated integral', 'double integral', 'functions']"
3319,"['work', 'vector fields', 'vector', 'multivariable', 'vector multivariable work', 'line integral']","If C is the curve given by \( \mathbf{r} \left( t \right) = \left( 1 + $a \sin t \right) \mathbf{i} + \left( 1 + $b \sin^{2} t \right) \mathbf{j} + \left( 1 + $c \sin^{3} t \right) \mathbf{k} \), \( 0 \leq t \leq \frac{\pi}{2} \) and $BBOLD F $EBOLD is the radial vector field \( \mathbf{F} \left( x, y, z \right) = x \mathbf{i} + y \mathbf{j} + z \mathbf{k} \), compute the work done by $BBOLD F $EBOLD on a particle moving along C.   $PAR \{ans_rule(40)\}",['vector']
3320,"['calculus', 'force', 'integration', 'integrals']","\{ beginproblem() \} \{ textbook_ref_exact(""Rogawski ET 2e"", ""8.2"",""7"") \} $PAR A semicircular plate of radius r , oriented as in the figure, is submerged in fluid of density \($d\text {lb/ft}^3\) so that its diameter is located at a depth of m feet. Calculate the force on one side of the plate in terms of m and r.  \{image('figure9.png', width=>222, height=>116)\}  $PAR \( F = \) \{ans_rule()\}","['tangent', 'calculus']"
3321,"['financial mathematics', 'book value']"," A ${n}-year bond earns interest at $ip percent convertible semiannually and has a yield rate of $yp percent convertible semiannually.  If the book value immediately after the 7th coupon payment is $b7 dollars, and the book value immediately after the 11th coupon payment is $b11 dollars, what is the face value?   Note: Don't assume that the face value and redemption value are the same.    Answer = \{ &ans_rule(30) \} dollars.  ","['book value', 'financial mathematics']"
3322,['polar coordinates']," $PAR It can be shown that the polar curve \(r=a\sin(\theta)+b\cos(\theta),\) where \(ab\ne 0,\) is a circle.  Find the center (in Cartesian coordinates) and radius of this circle in terms of \(a\) and \(b\).  $PAR \(x\)-coordinate of center: \{ans_rule(15)\}  $PAR \(y\)-coordinate of center: \{ans_rule(15)\}  $PAR Radius: \{ans_rule(15)\} ",['polar coordinates']
3323,"['calculus', 'derivatives', 'inflection point', 'minima', 'second derivative', 'maxima']","Please answer the following questions about the function   \[ f(x) = \ln($a x^2 + $b).  \]  ${BITALIC}Instructions:${EITALIC} If you are asked to find \(x\)- or \(y\)-values, enter either a number, a list of numbers separated by commas, or ${BITALIC}None${EITALIC} if there aren't any solutions.  Use \{ helpLink('interval notation') \} if you are asked to find an interval or union of intervals, and enter $MYEMPTYSET if the interval is empty.     (a) Find the critical numbers of \(f\), where it is increasing and decreasing, and its local extrema.  Critical numbers \( x = \) \{ans_rule(40)\}   Increasing on the interval \{ans_rule(40)\}   Decreasing on the interval \{ans_rule(40)\}  Local maxima \(x = \) \{ans_rule(40)\}  Local minima \(x = \) \{ans_rule(40)\}     (b) Find where \(f\) is concave up, concave down, and has inflection points.  Concave up on the interval \{ans_rule(40)\}   Concave down on the interval \{ans_rule(40)\}  Inflection points \(x = \) \{ans_rule(40)\}     (c) Find any horizontal and vertical asymptotes of \(f\).  Horizontal asymptotes \(y = \) \{ans_rule(40)\}  Vertical asymptotes \(x = \) \{ans_rule(40)\}    (d) The function \( f \) is \{pop_up_list(['?','even','odd','neither']) \} because \{pop_up_list(['?','f(-x) = f(x)','f(-x) = - f(x)','not applicable']) \} for all \( x \) in the domain of \( f \), and therefore its graph is symmetric about the  \{pop_up_list(['?','x-axis','y-axis','origin','line y=x','not applicable']) \}    (e) Sketch a graph of the function \( f \) without having a graphing calculator do it for you.  Plot the \(y\)-intercept and the \(x\)-intercepts, if they are known.  Draw dashed lines for horizontal and vertical asymptotes.  Plot the points where \( f \) has local maxima, local minima, and inflection points.  Use what you know from parts (a) and (b) to sketch the remaining parts of the graph of \( f \).  Use any symmetry from part (d) to your advantage.  Sketching graphs is an important skill that takes practice, and you may be asked to do it on quizzes or exams. ","['derivatives', 'calculus']"
3324,['solving equations'],"Solve the equation \( \displaystyle $eqn \).   \( $var = \) \{ ans_rule(20) \} \{ AnswerFormatHelp(""fraction"") \} ",['solving equations']
3325,['nonhomogeneous linear systems'],"\{ ColumnTable( ""The flow system shown in the figure is activated at time  \( t=0 \).  Let \( Q_i(t) \) denote the amount of solute  present in the \( i \)th tank at time \( t \).  Assume that  all the flow rates are a constant \( $r \ \mathrm{L/min} \).   It follows that the volume of solution in each tank remains  constant;  assume this volume to be \( $V \ \mathrm{L} \).   The concentration of solute in the inflow to Tank 1 (from  a source other than Tank 2) is \( $C1 \ \mathrm{kg / L} \),  and the concentration of solute in the inflow to Tank 2  (from a source other than Tank 1) is \( $C2 \ \mathrm{kg / L} \).   Assume each tank is mixed perfectly."" , $BCENTER. image(""KJ-4-8-33.png"", width=>302, height=>103, tex_size=>600). $ECENTER , indent => 0, separation => 30, valign => ""TOP"" ); \}    \{ BeginList('OL',type=>'a') \}  $ITEM Set up a system of first-order differential equations that models this situation.   \{ mbox( [ display_matrix([['\(Q_1^{\,\prime}\)'],['\(Q_2^{\,\prime}\)']]), ' = ',  display_matrix([ [$multians1->ans_rule(10),$multians1->ans_rule(10)], [$multians1->ans_rule(10),$multians1->ans_rule(10)] ]), display_matrix([['\(Q_1\)'],['\(Q_2\)']]), ' + ', display_matrix([[$multians2->ans_rule(10)],[$multians2->ans_rule(10)]]) ], allowbreaks=>'yes' )  \}  $ITEMSEP $ITEM If \( Q_1(0) = $init1 \ \mathrm{kg} \) and \( Q_2(0) = $init2 \ \mathrm{kg} \), find the amount of solute in each tank  after \( t \) minutes.  \( Q_1(t) = \) \{ ans_rule(60) \} kg  \( Q_2(t) = \) \{ ans_rule(60) \} kg   $ITEMSEP $ITEM As \( t \to \infty \), how much solute is in each tank?  In the long run, Tank 1 will have \{ ans_rule(10) \} kg of solute.  In the long run, Tank 2 will have \{ ans_rule(10) \} kg of solute.  (Reread the question and think about why this answer makes sense.) \{ EndList('OL') \} ",[]
3326,"['function', 'decreasing', 'algebra']","$BBOLD Click on the graph to view a larger graph$EBOLD  The function \(h(x)\) is given in the following graph. $PAR \{ image(""c4s2p1.gif"") \} $PAR  On what interval(s) is the function decreasing? \{ans_rule(30)\}  $BBOLD Note: $EBOLD Write the answer using (open) interval(s).  If the answer includes more than one interval enter the intervals separated by the union symbol, U.   Enter the corresponding function value in each answer space below: ","['algebra', 'function', 'functions']"
3327,['polynomials'],Multiply the polynomials:  \( ( $poly1 ) ( $poly2 ) \) $PAR Answer:  \{ ans_rule(40) \} ,['polynomials']
